0.933 0.425 0.443 0.614   1.0
0.662 0.114 0.190 0.387   -1.0
0.456 0.904 0.355 0.130   -1.0
0.082 0.031 0.056 0.378   1.0*
0.759 0.854 0.919 0.978   1.0
0.509 0.774 0.481 0.055   -1.0
0.608 0.987 0.870 0.051   1.0
0.335 0.713 0.715 0.525   1.0
0.326 0.982 0.004 0.681   -1.0
0.107 0.762 0.143 0.164   -1.0
0.121 0.923 0.994 0.040   1.0
0.047 0.550 0.674 0.528   -1.0
0.119 0.136 0.591 0.988   -1.0
0.192 0.324 0.900 0.907   1.0
0.000 0.233 0.831 0.004   -1.0
0.942 0.112 0.676 0.085   -1.0
0.816 0.206 0.198 0.810   1.0
0.099 0.857 0.796 0.773   1.0
0.400 0.892 0.522 0.991   1.0
0.708 0.183 0.204 0.609   -1.0
0.053 0.609 0.324 0.883   -1.0
0.237 0.826 0.725 0.913   1.0
0.001 0.730 0.117 0.200   -1.0
0.363 0.298 0.397 0.159   -1.0
0.782 0.559 0.963 0.304   1.0
0.842 0.012 0.734 0.046   -1.0
0.824 0.099 0.229 0.148   1.0*
0.843 0.385 0.808 0.568   1.0
0.718 0.569 0.028 0.835   1.0
0.568 0.198 0.067 0.964   -1.0
0.138 0.746 0.915 0.101   -1.0
0.466 0.943 0.062 0.199   1.0*
0.683 0.024 0.088 0.912   -1.0
0.070 0.755 0.557 0.878   1.0
0.856 0.596 0.892 0.884   1.0
0.661 0.452 0.628 0.728   1.0
0.985 0.866 0.163 0.900   -1.0*
0.213 0.366 0.910 0.275   -1.0
0.899 0.958 0.589 0.987   1.0
0.761 0.057 0.624 0.318   -1.0
0.947 0.174 0.531 0.839   1.0
0.961 0.500 0.510 0.590   1.0
0.927 0.574 0.094 0.090   -1.0
0.060 0.302 0.841 0.970   1.0
0.406 0.869 0.535 0.996   1.0
0.404 0.757 0.912 0.029   1.0
0.847 0.976 0.249 0.378   1.0
0.308 0.339 0.315 0.818   -1.0
0.543 0.745 0.503 0.636   1.0
0.978 0.697 0.137 0.819   1.0
0.714 0.225 0.535 0.249   -1.0
0.390 0.654 0.978 0.303   1.0
0.053 0.150 0.658 0.302   -1.0
0.473 0.610 0.868 0.788   1.0
0.797 0.331 0.173 0.300   1.0*
0.007 0.278 0.664 0.144   -1.0
0.330 0.858 0.323 0.865   1.0
0.544 0.256 0.761 0.521   1.0
0.444 0.574 0.709 0.102   -1.0
0.237 0.575 0.486 0.104   -1.0
0.914 0.901 0.695 0.087   1.0
0.663 0.094 0.479 0.327   -1.0
0.577 0.657 0.096 0.899   1.0
0.203 0.443 0.778 0.965   -1.0*
0.337 0.408 0.538 0.045   -1.0
0.415 0.282 0.086 0.901   -1.0
0.450 0.816 0.287 0.145   -1.0
0.488 0.807 0.997 0.967   1.0
0.235 0.544 0.791 0.331   -1.0
0.314 0.535 0.886 0.092   -1.0
0.850 0.428 0.907 0.389   1.0
0.418 0.804 0.756 0.503   1.0
0.142 0.953 0.521 0.430   1.0
0.424 0.918 0.905 0.421   1.0
0.039 0.656 0.429 0.830   1.0*
0.872 0.144 0.522 0.758   1.0
0.021 0.609 0.664 0.928   -1.0*
0.138 0.346 0.801 0.894   1.0
0.506 0.036 0.802 0.027   -1.0
0.900 0.450 0.384 0.805   1.0
0.269 0.844 0.527 0.699   1.0
0.514 0.571 0.818 0.035   -1.0
0.053 0.056 0.938 0.717   1.0*
0.936 0.855 0.330 0.737   1.0
0.179 0.242 0.785 0.982   1.0
0.251 0.881 0.719 0.635   1.0
0.590 0.904 0.529 0.117   1.0
0.203 0.631 0.174 0.021   -1.0
0.504 0.074 0.722 0.442   -1.0
0.706 0.377 0.646 0.037   -1.0
0.395 0.216 0.356 0.180   -1.0
0.625 0.431 0.079 0.344   -1.0
0.765 0.935 0.970 0.294   1.0
0.573 0.498 0.682 0.747   1.0
0.348 0.251 0.592 0.070   -1.0
0.384 0.777 0.070 0.030   -1.0
0.183 0.425 0.029 0.539   -1.0
0.227 0.165 0.037 0.306   -1.0
0.103 0.071 0.444 0.073   -1.0
0.495 0.646 0.863 0.177   1.0
0.381 0.525 0.644 0.974   1.0
0.336 0.357 0.372 0.406   -1.0
0.185 0.589 0.812 0.214   -1.0
0.418 0.442 0.294 0.454   -1.0
0.803 0.557 0.819 0.246   1.0
0.184 0.741 0.276 0.047   -1.0
0.669 0.428 0.443 0.313   -1.0
0.038 0.650 0.759 0.410   -1.0
0.146 0.595 0.645 0.958   1.0
0.774 0.376 0.251 0.068   -1.0
0.999 0.871 0.387 0.818   1.0
0.016 0.002 0.858 0.292   -1.0
0.776 0.962 0.478 0.219   1.0
0.879 0.258 0.925 0.639   1.0
0.981 0.785 0.263 0.626   1.0
0.073 0.401 0.119 0.324   -1.0
0.949 0.323 0.339 0.336   -1.0
0.456 0.352 0.143 0.314   -1.0
0.192 0.090 0.606 0.670   -1.0
0.881 0.549 0.567 0.805   1.0
0.235 0.786 0.973 0.499   1.0
0.716 0.572 0.813 0.835   1.0
0.281 0.784 0.220 0.620   -1.0
0.361 0.076 0.471 0.504   -1.0
0.115 0.697 0.480 0.721   1.0
0.789 0.602 0.916 0.356   1.0
0.104 0.592 0.193 0.077   -1.0
0.605 0.792 0.662 0.418   1.0
0.559 0.699 0.410 0.778   1.0
0.530 0.139 0.395 0.001   -1.0
0.785 0.116 0.340 0.265   -1.0
0.706 0.054 0.439 0.622   -1.0
0.846 0.726 0.002 0.039   -1.0
0.093 0.645 0.595 0.755   1.0
0.222 0.314 0.762 0.632   -1.0
0.081 0.162 0.231 0.477   -1.0
0.874 0.262 0.279 0.214   -1.0
0.116 0.920 0.581 0.555   1.0
0.991 0.402 0.268 0.993   1.0
0.071 0.086 0.086 0.666   -1.0
0.149 0.888 0.155 0.911   1.0
0.247 0.993 0.683 0.478   1.0
0.846 0.352 0.732 0.125   1.0
0.259 0.241 0.486 0.840   -1.0
0.028 0.831 0.198 0.296   -1.0
0.639 0.368 0.910 0.725   1.0
0.751 0.874 0.922 0.906   1.0
0.443 0.153 0.778 0.126   -1.0
0.247 0.971 0.983 0.979   1.0
0.549 0.238 0.337 0.035   -1.0
0.133 0.063 0.908 0.331   -1.0
0.732 0.970 0.727 0.642   1.0
0.760 0.393 0.570 0.683   1.0
0.355 0.125 0.451 0.133   -1.0
0.082 0.380 0.222 0.064   -1.0
0.318 0.613 0.597 0.655   1.0
0.674 0.788 0.710 0.582   1.0
0.069 0.314 0.089 0.796   1.0*
0.784 0.556 0.349 0.354   1.0
0.647 0.710 0.364 0.098   -1.0
0.615 0.179 0.223 0.838   -1.0
0.583 0.156 0.857 0.180   -1.0
0.504 0.854 0.598 0.215   1.0
0.717 0.284 0.750 0.806   1.0
0.706 0.591 0.635 0.055   -1.0
0.874 0.702 0.654 0.238   1.0
0.497 0.854 0.979 0.720   1.0
0.223 0.303 0.847 0.080   -1.0
0.658 0.584 0.337 0.256   -1.0
0.773 0.973 0.082 0.523   1.0
0.162 0.229 0.370 0.797   -1.0
0.315 0.671 0.986 0.969   1.0
0.785 0.467 0.763 0.764   1.0
0.455 0.987 0.490 0.302   1.0
0.973 0.960 0.650 0.309   1.0
0.449 0.082 0.189 0.531   -1.0
0.969 0.693 0.834 0.339   1.0
0.118 0.654 0.161 0.104   -1.0
0.071 0.889 0.090 0.834   -1.0
0.277 0.289 0.640 0.767   -1.0
0.706 0.739 0.550 0.356   1.0
0.766 0.805 0.130 0.955   1.0
0.735 0.924 0.029 0.569   1.0
0.519 0.688 0.916 0.680   1.0
0.539 0.752 0.680 0.629   1.0
0.333 0.906 0.875 0.973   1.0
0.466 0.679 0.412 0.016   -1.0
0.460 0.782 0.841 0.590   1.0
0.177 0.325 0.661 0.206   -1.0
0.923 0.725 0.582 0.840   1.0
0.374 0.379 0.157 0.054   -1.0
0.743 0.387 0.914 0.618   1.0
0.587 0.083 0.040 0.999   -1.0
0.075 0.459 0.881 0.916   1.0
0.618 0.093 0.375 0.278   -1.0
0.269 0.202 0.023 0.851   -1.0
0.429 0.225 0.421 0.586   -1.0
0.429 0.328 0.667 0.343   -1.0
0.027 0.930 0.029 0.067   -1.0
0.128 0.143 0.387 0.009   -1.0
0.436 0.626 0.152 0.811   1.0
0.450 0.080 0.107 0.474   -1.0
0.148 0.902 0.157 0.569   -1.0
0.436 0.997 0.816 0.103   1.0
0.762 0.130 0.270 0.792   -1.0
0.198 0.920 0.340 0.585   1.0
0.399 0.022 0.555 0.550   -1.0
0.459 0.000 0.912 0.566   -1.0
0.844 0.714 0.376 0.001   -1.0
0.864 0.436 0.280 0.681   1.0
0.620 0.443 0.669 0.890   1.0
0.866 0.088 0.154 0.206   -1.0
0.083 0.605 0.696 0.637   1.0
0.528 0.096 0.155 0.441   -1.0
0.629 0.285 0.376 0.005   -1.0
0.659 0.870 0.722 0.939   1.0
0.261 0.559 0.994 0.929   1.0
0.228 0.795 0.537 0.383   -1.0
0.211 0.466 0.606 0.907   1.0
0.761 0.435 0.199 0.916   1.0
0.862 0.544 0.160 0.238   -1.0
0.446 0.897 0.419 0.167   -1.0
0.969 0.428 0.394 0.963   1.0
0.843 0.192 0.153 0.381   -1.0
0.154 0.592 0.040 0.760   -1.0
0.143 0.521 0.934 0.342   -1.0
0.810 0.204 0.981 0.971   1.0
0.530 0.417 0.338 0.949   1.0
0.174 0.919 0.012 0.568   -1.0
0.369 0.411 0.073 0.521   -1.0
0.648 0.675 0.383 0.688   1.0
0.883 0.831 0.956 0.817   1.0
0.392 0.627 0.377 0.373   -1.0
0.818 0.903 0.015 0.157   -1.0
0.598 0.330 0.771 0.610   1.0
0.653 0.979 0.309 0.727   1.0
0.100 0.375 0.176 0.484   -1.0
0.611 0.366 0.894 0.567   1.0
0.067 0.959 0.811 0.444   1.0
0.409 0.262 0.235 0.423   -1.0
0.088 0.022 0.749 0.859   -1.0
0.647 0.513 0.611 0.955   1.0
0.111 0.055 0.614 0.287   -1.0
0.677 0.898 0.905 0.571   1.0
0.088 0.638 0.424 0.899   1.0
0.756 0.308 0.344 0.992   1.0
0.763 0.080 0.753 0.511   1.0
0.385 0.158 0.452 0.996   -1.0
0.692 0.107 0.169 0.306   -1.0
0.708 0.984 0.291 0.613   1.0
0.756 0.701 0.193 0.180   -1.0
0.275 0.937 0.907 0.619   1.0
0.639 0.381 0.009 0.392   -1.0
0.949 0.777 0.051 0.401   1.0
0.164 0.093 0.880 0.333   -1.0
0.273 0.041 0.383 0.565   -1.0
0.938 0.321 0.355 0.131   -1.0
0.955 0.406 0.438 0.862   1.0
0.367 0.501 0.405 0.376   -1.0
0.298 0.325 0.669 0.349   -1.0
0.441 0.513 0.819 0.321   1.0
0.218 0.594 0.886 0.602   1.0
0.540 0.540 0.480 0.894   1.0
0.981 0.849 0.077 0.420   1.0
0.101 0.787 0.212 0.506   -1.0
0.104 0.804 0.488 0.773   1.0
0.214 0.214 0.666 0.033   -1.0
0.511 0.251 0.129 0.397   -1.0
0.288 0.937 0.393 0.768   1.0
0.064 0.749 0.680 0.140   -1.0
0.392 0.241 0.955 0.604   1.0
0.119 0.708 0.552 0.607   -1.0
0.705 0.821 0.695 0.371   1.0
0.230 0.882 0.106 0.359   -1.0
0.959 0.647 0.216 0.352   1.0
0.048 0.415 0.163 0.728   -1.0
0.332 0.120 0.797 0.287   -1.0
0.545 0.406 0.431 0.097   -1.0
0.911 0.802 0.834 0.606   1.0
0.688 0.836 0.055 0.794   1.0
0.335 0.753 0.842 0.551   1.0
0.257 0.598 0.520 0.420   -1.0
0.076 0.752 0.446 0.873   1.0
0.169 0.417 0.445 0.600   -1.0
0.458 0.511 0.317 0.291   -1.0
0.490 0.980 0.953 0.545   1.0
0.148 0.880 0.527 0.990   1.0
0.632 0.246 0.029 0.152   -1.0
0.355 0.227 0.418 0.801   -1.0
0.457 0.970 0.517 0.902   1.0
0.032 0.359 0.081 0.348   -1.0
0.198 0.838 0.630 0.150   -1.0
0.404 0.298 0.263 0.931   -1.0
0.693 0.563 0.534 0.722   1.0
0.200 0.078 0.942 0.618   -1.0
0.042 0.075 0.849 0.559   1.0*
0.419 0.591 0.335 0.500   -1.0
0.986 0.697 0.777 0.616   1.0
0.160 0.020 0.146 0.423   1.0*
0.434 0.116 0.514 0.968   1.0
0.228 0.168 0.916 0.170   -1.0
0.795 0.211 0.860 0.644   1.0
0.836 0.063 0.361 0.172   -1.0
0.300 0.157 0.260 0.077   -1.0
0.108 0.237 0.794 0.254   -1.0
0.746 0.687 0.775 0.260   1.0
0.614 0.488 0.822 0.530   1.0
0.608 0.326 0.870 0.468   -1.0*
0.640 0.304 0.033 0.001   -1.0
0.596 0.301 0.633 0.856   1.0
0.407 0.964 0.614 0.201   1.0
0.273 0.947 0.905 0.049   1.0
0.560 0.663 0.695 0.382   1.0
0.353 0.989 0.519 0.223   1.0
0.489 0.863 0.761 0.523   1.0
0.237 0.119 0.165 0.870   1.0*
0.543 0.276 0.939 0.157   -1.0
0.157 0.430 0.424 0.062   -1.0
0.630 0.621 0.141 0.325   -1.0
0.335 0.679 0.993 0.854   1.0
0.450 0.343 0.765 0.211   -1.0
0.629 0.448 0.985 0.794   1.0
0.960 0.337 0.594 0.899   1.0
0.071 0.056 0.923 0.495   -1.0
0.401 0.125 0.740 0.543   -1.0
0.743 0.877 0.129 0.735   1.0
0.030 0.185 0.074 0.795   -1.0
0.939 0.424 0.844 0.924   1.0
0.161 0.884 0.555 0.754   1.0
0.048 0.825 0.840 0.971   1.0
0.958 0.372 0.445 0.697   1.0
0.895 0.440 0.792 0.024   1.0
0.523 0.055 0.361 0.597   -1.0
0.757 0.536 0.274 0.600   1.0
0.492 0.761 0.344 0.047   -1.0
0.127 0.095 0.340 0.967   -1.0
0.660 0.925 0.439 0.105   1.0
0.354 0.001 0.063 0.146   -1.0
0.238 0.669 0.079 0.599   -1.0
0.929 0.356 0.802 0.203   -1.0*
0.262 0.695 0.717 0.605   1.0
0.232 0.733 0.838 0.573   1.0
0.904 0.233 0.624 0.343   1.0
0.247 0.697 0.339 0.309   -1.0
0.363 0.547 0.512 0.443   -1.0
0.778 0.372 0.502 0.580   1.0
0.457 0.841 0.270 0.174   -1.0
0.012 0.406 0.179 0.850   1.0*
0.879 0.754 0.212 0.503   1.0
0.550 0.750 0.793 0.888   1.0
0.636 0.252 0.606 0.148   -1.0
0.753 0.926 0.066 0.254   -1.0
0.641 0.712 0.347 0.910   1.0
0.794 0.922 0.292 0.974   1.0
0.271 0.852 0.526 0.482   1.0
0.622 0.032 0.106 0.416   -1.0
0.165 0.052 0.172 0.771   -1.0
0.866 0.524 0.126 0.932   1.0
0.632 0.572 0.490 0.980   1.0
0.375 0.774 0.405 0.667   1.0
0.177 0.938 0.600 0.703   1.0
0.956 0.325 0.452 0.062   -1.0
0.372 0.227 0.792 0.543   1.0*
0.992 0.409 0.522 0.119   1.0
0.300 0.751 0.913 0.790   1.0
0.396 0.166 0.505 0.801   -1.0
0.253 0.978 0.771 0.853   1.0
0.191 0.809 0.006 0.642   -1.0
0.746 0.014 0.097 0.539   -1.0
0.095 0.531 0.966 0.617   1.0
0.307 0.917 0.402 0.220   -1.0
0.133 0.615 0.873 0.638   1.0
0.706 0.891 0.393 0.477   1.0
0.074 0.667 0.552 0.079   -1.0
0.422 0.826 0.324 0.519   1.0
0.881 0.614 0.896 0.847   1.0
0.546 0.154 0.148 0.948   -1.0
0.855 0.080 0.988 0.727   1.0
0.404 0.433 0.609 0.797   1.0
0.352 0.871 0.577 0.904   1.0
0.887 0.326 0.776 0.211   1.0
0.140 0.092 0.459 0.036   -1.0
0.689 0.582 0.092 0.837   1.0
0.465 0.692 0.610 0.453   1.0
0.328 0.857 0.852 0.937   1.0
0.762 0.289 0.524 0.339   -1.0
0.474 0.226 0.520 0.250   -1.0
0.365 0.390 0.528 0.824   1.0
0.466 0.514 0.008 0.558   -1.0
0.537 0.023 0.042 0.147   -1.0
0.461 0.475 0.333 0.314   -1.0
0.987 0.075 0.701 0.511   1.0
0.895 0.985 0.640 0.415   1.0
0.076 0.780 0.624 0.604   1.0
0.050 0.070 0.118 0.058   -1.0
0.469 0.596 0.652 0.511   1.0
0.128 0.972 0.218 0.462   -1.0
0.630 0.448 0.361 0.332   1.0*
0.775 0.227 0.944 0.415   1.0
0.179 0.491 0.422 0.803   -1.0
0.027 0.853 0.165 0.145   -1.0
0.793 0.614 0.507 0.445   1.0
0.250 0.573 0.098 0.468   -1.0
0.384 0.098 0.483 0.745   -1.0
0.442 0.521 0.657 0.386   1.0
0.299 0.565 0.427 0.721   1.0
0.522 0.748 0.222 0.687   1.0
0.133 0.480 0.507 0.640   -1.0
0.632 0.890 0.498 0.730   1.0
0.533 0.114 0.456 0.016   -1.0
0.886 0.458 0.380 0.543   1.0
0.315 0.841 0.409 0.742   1.0
0.777 0.264 0.310 0.999   -1.0*
0.203 0.132 0.431 0.710   -1.0
0.355 0.343 0.663 0.853   1.0
0.021 0.386 0.187 0.477   -1.0
0.046 0.363 0.859 0.425   -1.0
0.703 0.741 0.748 0.113   1.0
0.310 0.890 0.747 0.620   1.0
0.698 0.823 0.021 0.128   -1.0
0.793 0.484 0.876 0.456   1.0
0.949 0.476 0.723 0.136   -1.0*
0.125 0.181 0.317 0.984   -1.0
0.223 0.687 0.347 0.971   1.0
0.830 0.282 0.690 0.577   1.0
0.579 0.275 0.725 0.600   1.0
0.258 0.393 0.887 0.134   -1.0
0.224 0.083 0.325 0.948   -1.0
0.279 0.072 0.400 0.596   -1.0
0.007 0.819 0.743 0.354   -1.0
0.543 0.185 0.072 0.232   -1.0
0.974 0.811 0.036 0.699   1.0
0.440 0.957 0.804 0.327   1.0
0.652 0.551 0.175 0.977   1.0
0.394 0.256 0.571 0.794   1.0
0.627 0.801 0.671 0.370   1.0
0.462 0.913 0.340 0.534   1.0
0.102 0.508 0.956 0.138   -1.0
0.367 0.578 0.164 0.170   -1.0
0.255 0.823 0.456 0.430   -1.0
0.955 0.824 0.057 0.526   1.0
0.909 0.152 0.419 0.580   1.0
0.575 0.042 0.435 0.915   -1.0
0.580 0.017 0.084 0.536   -1.0
0.290 0.903 0.733 0.454   1.0
0.638 0.709 0.896 0.095   1.0
0.696 0.049 0.962 0.753   1.0
0.580 0.661 0.727 0.999   1.0
0.250 0.574 0.283 0.684   -1.0
0.859 0.264 0.506 0.942   1.0
0.661 0.233 0.702 0.394   -1.0
0.775 0.033 0.395 0.671   -1.0
0.534 0.367 0.177 0.496   -1.0
0.752 0.076 0.781 0.479   1.0
0.022 0.729 0.649 0.305   -1.0
0.138 0.164 0.677 0.643   -1.0
0.476 0.304 0.339 0.178   -1.0
0.025 0.953 0.731 0.420   1.0
0.859 0.954 0.991 0.036   1.0
0.111 0.788 0.527 0.892   1.0
0.603 0.914 0.996 0.252   1.0
